Time_s,PID
9.61109302293639e-05,-0
9.69195983135535e-05,-0
9.77367012135043e-05,-0
9.85624149273405e-05,-0
9.93969210090105e-05,-0
0.000100240406982937,-0
0.000101093066096926,-0
0.000101955098212596,-0
0.000102826709394989,-0
0.000103708112720034,-0
0.000104599528335817,-0
0.000105501184215273,-0
0.000106413315444761,-0
0.000107336165815343,-0
0.00010826998725808,-0
0.000109215041146522,-0
0.000110171597537027,-0
0.000111139937107041,-0
0.000112120350245447,-0
0.000113113138188847,-0
0.000114118613399349,-0
0.000115137100820272,-0
0.000116168937337558,-0
0.000117214473262436,-0
0.000118274072682411,-0
0.000119348114417681,-0
0.000120436992220206,-0
0.000121541116347071,-0
0.000122660914469731,-0
0.000123796831952762,-0
0.000124949333364089,-0
0.000126118903384159,-0
0.000127306048152064,-0
0.000128511296258126,-0
0.00012973520051305,-0
0.000130978338879049,-0
0.000132241316817347,-0
0.000133524768636689,-0
0.000134829358320931,-0
0.000136155783020402,-0
0.000137504774717227,-0
0.000138877101743611,-0
0.000140273573062709,-0
0.000141695039444357,-0
0.000143142396541626,-0
0.000144616588537165,-0
0.00014611861174539,-0
0.000147649519176535,-0
0.000149210422875499,-0
0.000150802499973725,-0
0.000152426997467544,-0
0.000154085237597061,-0
0.000155778624202061,-0
0.000157508650962966,-0
0.000159276904766181,-0
0.000161085077933587,-0
0.000162934976925732,-0
0.000164828530632575,-0
0.000166767802491157,-0
0.000168755004870351,-0
0.00017079251169466,-0
0.000172882875643808,-0
0.000175028845162324,-0
0.000177233383351052,-0
0.000179499696263668,-0
0.000181831253190695,-0
0.000184231820630388,-0
0.000186705492468957,-0
0.000189256734385206,-0
0.000191890425464085,-0
0.000194611909566592,-0
0.000197427055865001,-0
0.000200342332609711,-0
0.000203364884663024,-0
0.000206502640061544,-0
0.00020976440719103,-0
0.000213160026037098,-0
0.000216700528430135,-0
0.000220398330835021,-0
0.000224267473222505,-0
0.000228323911140311,-0
0.000232585867072314,-0
0.000237074275869128,-0
0.000241813344348378,-0
0.000246831240677525,-0
0.000252160996467538,-0
0.000257841655151984,-0
0.000263919780216757,-0
0.000270451434375952,-0
0.000277504903140278,-0
0.000285164375731644,-0
0.000293534973619135,-0
0.000302750068698618,-0
0.000312981613320369,-0
0.000324455265584145,-0
0.000337472115709594,-0
0.000352437814950803,-0
0.000369890806301902,-0
0.000390465481163544,-0
0.000414539653944397,-0
0.000441276172545331,-0
0.000468737367984602,-0
0.000495816692123057,-0
0.000522436112558497,-0
0.000548877507903624,-0
0.000575327237702648,-0
0.000601829089239486,-0
0.000628354606598255,-0
0.000654873554885495,-0
0.000681375602979295,-0
0.000707861534879916,-0
0.000734336636685872,-0
0.000760802830239008,-0
0.000787260662465145,-0
0.000813709736397173,-0
0.000840149866597897,-0
0.00086658073798699,-0
0.000893003211506712,-0
0.000919417176560366,-0
0.000945822613879484,-0
0.000972219655931724,-0
0.000998608926656746,-0
0.00102499017980399,-0
0.00105136368695632,-0
0.00107772945579551,-0
0.00110408745529725,-0
0.00113043806033269,-0
0.00115678171683089,-0
0.00118311812051738,-0
0.00120944731307305,-0
0.00123576974705007,-0
0.00126208498425606,-0
0.00128839396963175,-0
0.00131469631868922,-0
0.00134099259495671,-0
0.00136728252804296,-0
0.00139356590885123,-0
0.00141984335142374,-0
0.00144611516843802,-0
0.00147238057369346,-0
0.00149864077824886,-0
0.00152489478512473,-0
0.00155114356252885,-0
0.00157738708758944,-0
0.00160362565095474,-0
0.00162985909305333,-0
0.0016560871001387,-0
0.00168230995944749,-0
0.00170852843520019,-0
0.00173474170981897,-0
0.00176095075763465,-0
0.00178715524808289,-0
0.00181335504384495,-0
0.00183955089153897,-0
0.00186574256830883,-0
0.00189193047161224,-0
0.00191811420344216,-0
0.00194429373453851,-0
0.00197046981823854,-0
0.00199664230265538,-0
0.00202281147733526,-0
0.00204897645839927,-0
0.00207513802490844,-0
0.00210129651459264,-0
0.0021274522273956,-0
0.00215360440525471,-0
0.00217975402753713,-0
0.00220590043798922,-0
0.00223204425666477,-0
0.00225818498706588,-0
0.00228432292064888,-0
0.00231045831312631,-0
0.00233659173814737,-0
0.00236272263410398,-0
0.00238885120689584,-0
0.00241497772775958,-0
0.00244110283249945,-0
0.0024672249752122,-0
0.00249334584675031,-0
0.00251946419313,-0
0.0025455813278889,-0
0.00257169675622853,-0
0.00259781114994051,-0
0.00262392360691457,-0
0.00265003453661758,-0
0.00267614400722286,-0
0.00270225288523728,-0
0.00272836031705808,-0
0.00275446663652613,-0
0.00278057213406822,-0
0.00280667693994747,-0
0.00283278089003964,-0
0.00285888418744704,-0
0.0028849867928215,-0
0.0029110886469325,-0
0.00293719005289936,-0
0.00296329158827725,-0
0.00298939264145043,-0
0.00301549328900505,-0
0.00304159403215063,-0
0.00306769464099881,-0
0.00309379540635915,-0
0.0031198961044341,-0
0.00314599702581251,-0
0.00317209819112666,-0
0.0031981995796902,-0
0.00322430134230398,-0
0.00325040387612937,-0
0.00327650675114397,-0
0.0033026101174571,-0
0.00332871420680931,-0
0.00335481926746666,-0
0.00338092502207911,-0
0.00340703169917746,-0
0.00343313956994936,-0
0.00345924827696331,-0
0.00348535826073565,-0
0.00351146942082723,-0
0.00353758151008614,-0
0.00356369533886462,-0
0.00358981053547682,-0
0.00361592767232579,-0
0.00364204636066367,-0
0.00366816688881248,-0
0.00369428814285576,-0
0.00372041105386438,-0
0.00374653617323711,-0
0.00377266373538459,-0
0.00379879308797873,-0
0.00382492484956336,-0
0.00385105838163253,-0
0.00387719436222001,-0
0.00390333227805639,-0
0.00392947288721917,-0
0.0039556163447435,-0
0.00398176168567662,-0
0.00400790937361343,-0
0.00403405933694637,-0
0.00406021269152398,-0
0.00408636844156081,-0
0.00411252742541106,-0
0.0041386891245659,-0
0.00416485397229176,-0
0.00419102170689272,-0
0.00421719231367306,-0
0.00424336589643971,-0
0.00426954246860853,-0
0.00429572280142376,-0
0.00432190684855709,-0
0.00434809409512951,-0
0.00437428453139216,-0
0.00440047861373194,-0
0.00442667634854973,-0
0.00445287773601986,-0
0.00447908290065072,-0
0.00450529209880617,-0
0.00453150514314613,-0
0.00455772207267316,-0
0.00458394273535382,-0
0.00461016759778217,-0
0.0046363967887838,-0
0.0046626299515662,-0
0.00468886717796234,-0
0.00471510858176966,-0
0.00474135502243593,-0
0.00476760579669207,-0
0.00479386111379333,-0
0.00482012087057915,-0
0.00484638537452323,-0
0.0048726544568544,-0
0.00489892828432905,-0
0.00492520701391474,-0
0.00495149051800506,-0
0.00497777911070271,-0
0.00500407272063787,-0
0.00503037115980744,-0
0.0050566747180463,-0
0.00508298341825965,-0
0.00510929761266031,-0
0.00513561737300745,-0
0.00516194214694113,-0
0.00518827288620495,-0
0.00521460897967273,-0
0.0052409502488855,-0
0.00526729748627354,-0
0.00529365058264197,-0
0.00532000882877979,-0
0.00534637323431315,-0
0.0053727432232459,-0
0.00539911939658275,-0
0.00542550131527967,-0
0.00545188949478614,-0
0.00547828382950403,-0
0.0055046840920555,-0
0.00553109120637118,-0
0.00555750433080661,-0
0.00558392381778437,-0
0.0056103494740941,-0
0.0056367819400334,-0
0.00566322080923872,-0
0.00568966622958956,-0
0.00571611846211098,-0
0.00574257736458258,-0
0.00576904278323042,-0
0.00579551548987836,-0
0.00582199485301698,-0
0.00584848103521019,-0
0.00587497430748335,-0
0.00590147467953937,-0
0.00592798235972606,-0
0.00595449750734836,-0
0.00598101948740484,-0
0.00600754848382207,-0
0.00603408503829486,-0
0.00606062956903341,-0
0.00608718151477793,-0
0.00611374073259816,-0
0.00614030724101588,-0
0.00616688180757179,-0
0.00619346350953647,-0
0.00622005358991767,-0
0.00624665142987899,-0
0.00627325682605061,-0
0.0062998704848571,-0
0.00632649231929449,-0
0.00635312201743576,-0
0.00637976020300841,-0
0.00640640667328513,-0
0.00643306077664306,-0
0.00645972348677704,-0
0.00648639449490307,-0
0.00651307471849461,-0
0.00653976285320883,-0
0.00656645959328778,-0
0.00659316480654209,-0
0.00661987884667618,-0
0.00664660181499555,-0
0.00667333381041714,-0
0.00670007444981494,-0
0.00672682363458332,-0
0.00675358198224851,-0
0.006780349357012,-0
0.00680712633616361,-0
0.00683391189780973,-0
0.00686070691771693,-0
0.00688751136078797,-0
0.00691432507127626,-0
0.00694114818976254,-0
0.00696798109087371,-0
0.00699482316801053,-0
0.00702167508915611,-0
0.00704853623358347,-0
0.00707540733170429,-0
0.00710228815595217,-0
0.007129178981028,-0
0.00715607944038753,-0
0.00718298990436982,-0
0.00720991068567869,-0
0.00723684122046994,-0
0.00726378231943709,-0
0.00729073282810979,-0
0.00731769428033196,-0
0.00734466532825836,-0
0.00737164747462357,-0
0.00739864000803859,-0
0.00742564314370109,-0
0.00745265664837933,-0
0.0074796807707824,-0
0.00750671533540408,-0
0.00753376095026222,-0
0.00756081687029306,-0
0.00758788399095404,-0
0.00761496225618349,-0
0.00764205135632539,-0
0.0076691518244565,-0
0.00769626264790578,-0
0.00772338480951863,-0
0.00775051830553537,-0
0.00777766348547865,-0
0.00780482006371475,-0
0.00783198854668493,-0
0.00785916796876423,-0
0.00788635843538574,-0
0.00791356047520943,-0
0.00794077436137098,-0
0.00796800022066845,-0
0.0079952380880773,-0
0.00802248763168674,-0
0.00804974936054645,-0
0.00807702235034186,-0
0.00810430814356558,-0
0.00813160606327118,-0
0.00815891604502754,-0
0.00818623791519799,-0
0.00821357221434097,-0
0.00824091835084233,-0
0.00826827731671459,-0
0.00829564880639677,-0
0.0083230329638642,-0
0.00835043015124899,-0
0.0083778396871493,-0
0.00840526214914375,-0
0.00843269715831259,-0
0.00846014500682886,-0
0.00848760630721112,-0
0.0085150806939525,-0
0.00854256759093747,-0
0.00857006790107847,-0
0.00859758144906383,-0
0.0086251081245075,-0
0.00865264819800716,-0
0.00868020150579704,-0
0.00870776842030306,-0
0.00873534983668597,-0
0.00876294405170211,-0
0.00879055163211676,-0
0.00881817333832882,-0
0.0088458090002181,-0
0.00887345806728352,-0
0.00890112169385624,-0
0.00892879928267472,-0
0.00895649129828494,-0
0.00898419720235944,-0
0.00901191704426445,-0
0.00903965139147852,-0
0.00906739947600713,-0
0.00909516276904153,-0
0.00912294017247473,-0
0.00915073169839457,-0
0.00917853823410942,-0
0.00920635884122164,-0
0.00923419506940641,-0
0.00926204647892805,-0
0.00928991269255811,-0
0.00931779334583983,-0
0.00934568956766022,-0
0.0093736004277987,-0
0.00940152664867759,-0
0.00942946788624008,-0
0.00945742424363426,-0
0.00948539649752924,-0
0.0095133846454597,-0
0.00954138797855956,-0
0.00956940655234803,-0
0.00959744111465586,-0
0.00962549201350264,-0
0.0096535583499107,-0
0.00968164061791407,-0
0.00970973917541862,-0
0.00973785288402321,-0
0.00976598321034324,-0
0.00979412958928096,-0
0.00982229259284903,-0
0.00985047194910171,-0
0.00987866793716033,-0
0.00990688022786967,-0
0.00993510916004174,-0
0.0099633546109618,-0
0.00999161686598742,-0
0.01,-0
0.0100309126122876,-0
0.0100571028080134,-0
0.0100901034704854,-0
0.0101179773917825,-0
0.0101467809276374,-0
0.0101744393525961,-0
0.0102028716429185,-0
0.0102311702850254,-0
0.010259708221769,-0
0.0102881446260797,-0
0.0103166270729259,-0
0.0103450865648351,-0
0.0103735824477758,-0
0.0104020905012452,-0
0.0104306238332486,-0
0.0104591723441388,-0
0.0104877396909243,-0
0.0105163245644921,-0
0.0105449283074295,-0
0.0105735498213408,-0
0.0106021901441406,-0
0.0106308484317274,-0
0.0106595254079689,-0
0.0106882211639755,-0
0.0107169355647872,-0
0.0107456686927204,-0
0.0107744217439809,-0
0.0108031930835434,-0
0.0108319831923538,-0
0.0108607925663437,-0
0.0108896216819149,-0
0.0109184700998666,-0
0.010947337986652,-0
0.0109762252065807,-0
0.0110051320073911,-0
0.0110340583554363,-0
0.0110630044375697,-0
0.011091970598788,-0
0.0111209567345212,-0
0.0111499629349993,-0
0.0111789890476638,-0
0.0112080352512574,-0
0.01123710246476,-0
0.011266189951164,-0
0.0112952975384846,-0
0.011324425895656,-0
0.0113535741071337,-0
0.0113827447066634,-0
0.0114119355605123,-0
0.0114411481131499,-0
0.0114703805187856,-0
0.0114996338744004,-0
0.0115289093497968,-0
0.0115582055874237,-0
0.0115875237256933,-0
0.0116168635409342,-0
0.0116462240533067,-0
0.0116756071551478,-0
0.011705012053446,-0
0.011734438900062,-0
0.0117638871278067,-0
0.0117933575255671,-0
0.0118228507484062,-0
0.0118523665072993,-0
0.0118819032386955,-0
0.0119114631834622,-0
0.0119410461996383,-0
0.0119706518581059,-0
0.0120002801392846,-0
0.0120299306692895,-0
0.0120596054793936,-0
0.0120893018237212,-0
0.0121190221542329,-0
0.0121487656241099,-0
0.0121785333443201,-0
0.0122083238381722,-0
0.0122381380378715,-0
0.0122679760753634,-0
0.0122978379357432,-0
0.0123277244154727,-0
0.0123576339398126,-0
0.0123875680056614,-0
0.0124175261086369,-0
0.0124475083709672,-0
0.0124775158461151,-0
0.0125075472876858,-0
0.012537603977489,-0
0.0125676849303945,-0
0.0125977907182979,-0
0.0126279221665205,-0
0.0126580786935667,-0
0.0126882606066317,-0
0.0127184676579523,-0
0.0127487001440344,-0
0.0127789579807258,-0
0.0128092424054538,-0
0.0128395524201805,-0
0.0128698883241211,-0
0.0129002496773103,-0
0.0129306375041128,-0
0.012961052202558,-0
0.0129914933426848,-0
0.0130219616412734,-0
0.0130524562976771,-0
0.013082977510246,-0
0.0131135255192867,-0
0.0131441000913469,-0
0.0131747021154151,-0
0.0132053320542321,-0
0.0132359899669832,-0
0.0132666741580923,-0
0.0132973859351414,-0
0.0133281264340986,-0
0.0133588945095975,-0
0.0133896902916939,-0
0.0134205150255029,-0
0.0134513679942371,-0
0.0134822487283072,-0
0.0135131576755232,-0
0.0135440958216292,-0
0.0135750637171995,-0
0.0136060590708696,-0
0.0136370852800588,-0
0.0136681403979139,-0
0.0136992247093735,-0
0.0137303383173888,-0
0.0137614823049627,-0
0.0137926568547574,-0
0.0138238612242416,-0
0.0138550943658984,-0
0.0138863591615042,-0
0.0139176538607053,-0
0.0139489793078941,-0
0.0139803354177963,-0
0.0140117225385883,-0
0.0140431399752385,-0
0.0140745883965276,-0
0.0141060686352473,-0
0.0141375806318756,-0
0.0141691238255796,-0
0.014200698616179,-0
0.0142323055395837,-0
0.0142639444521225,-0
0.0142956162339193,-0
0.0143273195477837,-0
0.0143590565191236,-0
0.0143908256937805,-0
0.0144226272502448,-0
0.0144544619438678,-0
0.0144863311173393,-0
0.0145182343513422,-0
0.0145501693487047,-0
0.0145821378542167,-0
0.0146141402696147,-0
0.0146461777587041,-0
0.0146782493312471,-0
0.0147103560335291,-0
0.0147424972684661,-0
0.0147746726719406,-0
0.014806883279107,-0
0.014839128468216,-0
0.0148714097480795,-0
0.0149037264291702,-0
0.0149360786859556,-0
0.0149684666138629,-0
0.0150008909475634,-0
0.0150333508187952,-0
0.0150658472780794,-0
0.0150983808025067,-0
0.0151309515517199,-0
0.0151635582221265,-0
0.0151962037737819,-0
0.0152288856657563,-0
0.0152616056978321,-0
0.0152943621748156,-0
0.01532715711558,-0
0.0153599911762631,-0
0.0153928636992612,-0
0.0154257741746618,-0
0.015458722207268,-0
0.0154917090841167,-0
0.0155247359290309,-0
0.0155578036317261,-0
0.0155909106859874,-0
0.0156240574808629,-0
0.0156572436516599,-0
0.0156904696912266,-0
0.0157237372552272,-0
0.015757044880727,-0
0.0157903924996619,-0
0.0158237830318398,-0
0.0158572138198012,-0
0.0158906877482741,-0
0.0159242038714036,-0
0.0159577612809082,-0
0.015991360774956,-0
0.0160250024391987,-0
0.0160586881482879,-0
0.0160924177586621,-0
0.0161261885900118,-0
0.0161600035141118,-0
0.0161938617901641,-0
0.0162277652120207,-0
0.0162617139364542,-0
0.0162957045985132,-0
0.0163297426323511,-0
0.0163638252694953,-0
0.0163979533464366,-0
0.0164321271736252,-0
0.016466347138898,-0
0.0165006144049564,-0
0.01653492617021,-0
0.0165692865447727,-0
0.0166036934944841,-0
0.0166381472452615,-0
0.0166726482496874,-0
0.0167071969340109,-0
0.0167417938766831,-0
0.0167764403652977,-0
0.0168111358410565,-0
0.0168458799505608,-0
0.0168806731276628,-0
0.0169155172803978,-0
0.0169504103775746,-0
0.0169853548019283,-0
0.0170203481599241,-0
0.0170553923653876,-0
0.0170904906449311,-0
0.0171256390497029,-0
0.0171608397137632,-0
0.0171960912853325,-0
0.0172313974738963,-0
0.0172667552799729,-0
0.0173021663194798,-0
0.0173376311450256,-0
0.0173731517861746,-0
0.0174087257134809,-0
0.0174443552170603,-0
0.0174800394659319,-0
0.0175157801235189,-0
0.017551576202428,-0
0.0175874270375874,-0
0.0176233357816048,-0
0.0176593021455042,-0
0.0176953257931906,-0
0.017731408236485,-0
0.0177675466475282,-0
0.0178037433922502,-0
0.0178400005280324,-0
0.0178763166143526,-0
0.0179126964089439,-0
0.0179491344755519,-0
0.0179856318615112,-0
0.0180221925342891,-0
0.0180588132068358,-0
0.0180954945173755,-0
0.0181322394942145,-0
0.0181690479208401,-0
0.0182059224868085,-0
0.0182428595261547,-0
0.018279859806618,-0
0.0183169262047418,-0
0.0183540614225955,-0
0.0183912601484758,-0
0.0184285238209181,-0
0.0184658557549271,-0
0.0185032554700345,-0
0.0185407246024235,-0
0.0185782606511183,-0
0.0186158671265591,-0
0.0186535414752074,-0
0.0186912876011431,-0
0.0187291055353172,-0
0.0187669936245278,-0
0.0188049526830501,-0
0.0188429864367674,-0
0.0188810955478606,-0
0.0189192761893167,-0
0.0189575319498749,-0
0.0189958626616934,-0
0.0190342681274574,-0
0.0190727499297783,-0
0.019111311065343,-0
0.0191499491982171,-0
0.019188666114447,-0
0.019227460611091,-0
0.0192663362262316,-0
0.0193052925067153,-0
0.0193443318078529,-0
0.0193834520313671,-0
0.0194226552905563,-0
0.01946194352694,-0
0.0195013150854473,-0
0.0195407723730197,-0
0.0195803155238382,-0
0.0196199472026852,-0
0.0196596645380559,-0
0.0196994708480876,-0
0.0197393712538488,-0
0.0197793592601329,-0
0.0198194373126276,-0
0.0198596096583624,-0
0.0198998733363115,-0
0.0199402315713666,-0
0.0199806874562637,-0
0.02,-0
0.0200011056584114,-0
0.0200022113168227,-0
0.020003682692353,-0
0.0200051725799291,-0
0.0200066911354555,-0
0.0200082392027781,-0
0.0200098179380735,-0
0.0200114285576301,-0
0.0200130723506442,-0
0.0200147506870003,-0
0.0200164650200326,-0
0.0200182168966131,-0
0.020020007964171,-0
0.0200218399788832,-0
0.0200237148168098,-0
0.0200256344830756,-0
0.0200276011254227,-0
0.0200296170478479,-0
0.0200316847260217,-0
0.0200338068211021,-0
0.0200359862056607,-0
0.0200382259786587,-0
0.0200405294941153,-0
0.0200429003887205,-0
0.020045342616453,-0
0.020047860477156,-0
0.0200504586719945,-0
0.0200531423390514,-0
0.0200559171203702,-0
0.0200587892206287,-0
0.0200617654903885,-0
0.0200648535182738,-0
0.0200680617256854,-0
0.0200713995110835,-0
0.0200748773921096,-0
0.0200785071935126,-0
0.0200823022825407,-0
0.02008627784268,-0
0.0200904512156743,-0
0.0200948423761209,-0
0.0200994744979857,-0
0.0201043747948586,-0
0.020109575662796,-0
0.0201151164248867,-0
0.0201210463022973,-0
0.0201274296589347,-0
0.0201343571697542,-0
0.0201419728429443,-0
0.0201505596073589,-0
0.0201609940390697,-0
0.0201705131355985,-0
0.0201800322321273,-0
0.0201885677329899,-0
0.0201966633001297,-0
0.0202043810109931,-0
0.0202118739599428,-0
0.0202191742125907,-0
0.020226310596945,-0
0.0202332937443339,-0
0.0202401341778408,-0
0.0202468406196916,-0
0.0202534216960631,-0
0.0202598853729226,-0
0.0202662390417276,-0
0.0202724893743557,-0
0.0202786424368065,-0
0.0202847036865358,-0
0.0202906780791871,-0
0.020296570124314,-0
0.0203023839323187,-0
0.0203081232746703,-0
0.0203137916129989,-0
0.0203193921332305,-0
0.0203249277776458,-0
0.0203304012897282,-0
0.0203358152063538,-0
0.0203411718952194,-0
0.0203464735465475,-0
0.0203517222313827,-0
0.0203569198780245,-0
0.0203620683010733,-0
0.0203671691961214,-0
0.0203722241636075,-0
0.0203772347200525,-0
0.0203822022939892,-0
0.0203871282322866,-0
0.0203920138060574,-0
0.0203968602304892,-0
0.02040166865494,-0
0.0204064401646983,-0
0.0204111758068381,-0
0.0204158765625345,-0
0.0204205433762587,-0
0.0204251771391604,-0
0.0204297787201792,-0
0.0204343489383463,-0
0.0204388885729431,-0
0.0204433983806295,-0
0.0204478790777539,-0
0.020452331353367,-0
0.020456755869876,-0
0.020461153258694,-0
0.0204655241394616,-0
0.0204698690918665,-0
0.0204741886819713,-0
0.0204784834578088,-0
0.0204827539375031,-0
0.0204870006358629,-0
0.0204912240296437,-0
0.0204954245946268,-0
0.020499602786148,-0
0.0205037590405873,-0
0.0205078937795364,-0
0.020512007416744,-0
0.0205161003462696,-0
0.0205201729507509,-0
0.0205242256044914,-0
0.0205282586700791,-0
0.0205322724876111,-0
0.0205362674001909,-0
0.0205402437354003,-0
0.0205442018146716,-0
0.0205481419435965,-0
0.0205520644162824,-0
0.0205559695339847,-0
0.0205598575795697,-0
